Name,Size,Type,Environment
Half-Red Dragon Veteran (A5E),medium,humanoid,mountains
Half-Red Dragon Veteran (A5E),medium,humanoid,plane of fire
Half-Red Dragon Veteran (A5E),medium,humanoid,ruin
Half-Red Dragon Veteran (A5E),medium,humanoid,settlement
Hangman Tree,huge,plant,forest
Hanu-naga,large,monstrosity,forest
Hanu-naga,large,monstrosity,mountain
Harionna,medium,fey,forests
Harionna,medium,fey,hills
Harpy (A5E),medium,monstrosity,desert
Harpy (A5E),medium,monstrosity,forest
Harpy (A5E),medium,monstrosity,grassland
Harpy (A5E),medium,monstrosity,hills
Harpy (A5E),medium,monstrosity,jungle
Harpy (A5E),medium,monstrosity,mountains
Harpy (A5E),medium,monstrosity,swamp
Harpy (A5E),medium,monstrosity,tundra
"Harpy, plague",medium,monstrosity,farmland
"Harpy, plague",medium,monstrosity,forest
Harvest horse,large,construct,farmland
Hawanar Genie,large,fiend,planar
Hawk,tiny,beast,grassland
Hawk,tiny,beast,mountain
Hawk (A5E),tiny,beast,forest
Hawk (A5E),tiny,beast,grassland
Hawk (A5E),tiny,beast,mountains
Hawk (A5E),tiny,beast,settlement
Hawktoad,small,monstrosity,forest
Hawktoad,small,monstrosity,swamp
Helix Moth Adult,huge,beast,forest
Helix Moth Larva,large,beast,underground
Hell Hound,medium,fiend,dungeon
Hell Hound,medium,fiend,planar
Hell Hound,medium,fiend,urban
Hell Hound (A5E),medium,fiend,astral plane
Hell Hound (A5E),medium,fiend,desert
Hell Hound (A5E),medium,fiend,hell
Hell Hound (A5E),medium,fiend,laboratory
Hell Hound (A5E),medium,fiend,mountains
Hell Hound (A5E),medium,fiend,plane of fire
Hell Hound (A5E),medium,fiend,shadowfell
Helmed Horror,medium,construct,dungeon
Helmed Horror,medium,construct,ruins
Helmed Horror,medium,construct,urban
Herd skulker,medium,monstrosity,farmland
Hezrou,large,fiend,dungeon
Hezrou,large,fiend,planar
Hezrou (A5E),large,fiend,abyss
Hieroglyphicroc,large,undead,ruins
High Elf Noble (A5E),medium,humanoid,feywild
High Elf Noble (A5E),medium,humanoid,forest
High Elf Noble (A5E),medium,humanoid,hills
High Elf Noble (A5E),medium,humanoid,settlement
High Priest (A5E),medium,humanoid,desert
High Priest (A5E),medium,humanoid,hills
High Priest (A5E),medium,humanoid,settlement
High Priest (A5E),medium,humanoid,temple
Hill Giant,huge,giant,arctic
Hill Giant,huge,giant,coast
Hill Giant,huge,giant,grassland
Hill Giant (A5E),huge,giant,feywild
Hill Giant (A5E),huge,giant,forest
Hill Giant (A5E),huge,giant,mountains
Hill Giant (A5E),huge,giant,plane of earth
Hill Giant (A5E),huge,giant,ruin
Hill Giant Chief (A5E),huge,giant,feywild
Hill Giant Chief (A5E),huge,giant,forest
Hill Giant Chief (A5E),huge,giant,mountains
Hill Giant Chief (A5E),huge,giant,plane of earth
Hill Giant Chief (A5E),huge,giant,ruin
Hinderling,small,fey,farmland
Hinderling,small,fey,urban
Hippocampus,large,monstrosity,aquatic
Hippogriff,large,monstrosity,mountain
Hippogriff (A5E),large,monstrosity,forest
Hippogriff (A5E),large,monstrosity,grassland
Hippogriff (A5E),large,monstrosity,hills
Hippogriff (A5E),large,monstrosity,mountains
Hippogriff (A5E),large,monstrosity,plane of air
Hippopotamus,large,beast,coastal
Hippopotamus,large,beast,grassland
Hippopotamus,large,beast,swamp
"Hippopotamus, sacred",huge,celestial,coastal
"Hippopotamus, sacred",huge,celestial,grassland
"Hippopotamus, sacred",huge,celestial,swamp
"Hippopotamus, sacred",huge,celestial,urban
Hoar Fox,small,monstrosity,arctic
Hoar Fox,small,monstrosity,forest
Hobgoblin (A5E),medium,humanoid,caverns
Hobgoblin (A5E),medium,humanoid,desert
Hobgoblin (A5E),medium,humanoid,forest
Hobgoblin (A5E),medium,humanoid,grassland
Hobgoblin (A5E),medium,humanoid,hills
Hobgoblin (A5E),medium,humanoid,mountains
Hobgoblin Captain (A5E),medium,humanoid,caverns
Hobgoblin Captain (A5E),medium,humanoid,desert
Hobgoblin Captain (A5E),medium,humanoid,forest
Hobgoblin Captain (A5E),medium,humanoid,grassland
Hobgoblin Captain (A5E),medium,humanoid,hills
Hobgoblin Captain (A5E),medium,humanoid,mountains
Hobgoblin Devastator,medium,humanoid,forest
Hobgoblin Devastator,medium,humanoid,grassland
Hobgoblin Iron Shadow,medium,humanoid,forest
Hobgoblin Iron Shadow,medium,humanoid,grassland
Hobgoblin Warlord,medium,humanoid,arctic
Hobgoblin Warlord,medium,humanoid,coast
Hobgoblin Warlord,medium,humanoid,grassland
Hobgoblin Warlord,medium,humanoid,mountain
Hobgoblin Warlord,medium,humanoid,urban
Hobgoblin Warlord (A5E),medium,humanoid,caverns
Hobgoblin Warlord (A5E),medium,humanoid,desert
Hobgoblin Warlord (A5E),medium,humanoid,forest
Hobgoblin Warlord (A5E),medium,humanoid,grassland
Hobgoblin Warlord (A5E),medium,humanoid,hills
Hobgoblin Warlord (A5E),medium,humanoid,mountains
Holy Knight (A5E),medium,humanoid,grassland
Holy Knight (A5E),medium,humanoid,hills
Holy Knight (A5E),medium,humanoid,mountains
Holy Knight (A5E),medium,humanoid,settlement
Holy Knight (A5E),medium,humanoid,temple
Homunculus,tiny,construct,dungeon
Homunculus,tiny,construct,urban
Homunculus (A5E),tiny,construct,laboratory
Hook Horror,large,monstrosity,dungeon
Hook Horror,large,monstrosity,underground
Horakh,medium,monstrosity,desert
Horakh,medium,monstrosity,plains
Horakh,medium,monstrosity,ruins
Horakh,medium,monstrosity,underground
Horde Demon (A5E),medium,fiend,abyss
Horde Demon Band (A5E),large,fiend,abyss
Horde of Shadows (A5E),large,undead,caverns
Horde of Shadows (A5E),large,undead,ruin
Horde of Shadows (A5E),large,undead,shadowfell
Horde of Shadows (A5E),large,undead,tomb
Horned Devil,large,fiend,dungeon
Horned Devil,large,fiend,planar
Horned Devil (A5E),large,fiend,hell
Horned Tauric (A5E),large,fey,feywild
Horned Tauric (A5E),large,fey,forest
Horned Tauric (A5E),large,fey,grassland
Hound Guardian (A5E),medium,construct,laboratory
Hound Guardian (A5E),medium,construct,ruin
Hound Guardian (A5E),medium,construct,temple
Hound Guardian (A5E),medium,construct,tomb
Hound of the Night,large,monstrosity,hills
Hound of the Night,large,monstrosity,plains
Hound of the Night,large,monstrosity,ruins
Hound of the Night,large,monstrosity,underground
Howler of the hill,large,aberration,farmland
Howler of the hill,large,aberration,planar
Howling Hatred Initiate,medium,humanoid,arctic
Howling Hatred Initiate,medium,humanoid,cave
Howling Hatred Initiate,medium,humanoid,coast
Howling Hatred Initiate,medium,humanoid,desert
Howling Hatred Initiate,medium,humanoid,dungeon
Howling Hatred Initiate,medium,humanoid,grassland
Howling Hatred Initiate,medium,humanoid,mountain
Howling Hatred Initiate,medium,humanoid,ruins
Howling Hatred Priest,medium,humanoid,arctic
Howling Hatred Priest,medium,humanoid,cave
Howling Hatred Priest,medium,humanoid,coast
Howling Hatred Priest,medium,humanoid,desert
Howling Hatred Priest,medium,humanoid,dungeon
Howling Hatred Priest,medium,humanoid,grassland
Howling Hatred Priest,medium,humanoid,mountain
Howling Hatred Priest,medium,humanoid,ruins
Huggermugger,small,humanoid,underground
Hukluban,medium,fey,forests
Hunter Shark,large,beast,aquatic
Hunter Shark (A5E),large,beast,water
Hurricane,medium,humanoid,arctic
Hurricane,medium,humanoid,cave
Hurricane,medium,humanoid,coast
Hurricane,medium,humanoid,desert
Hurricane,medium,humanoid,dungeon
Hurricane,medium,humanoid,grassland
Hurricane,medium,humanoid,mountain
Hurricane,medium,humanoid,ruins
Hyaenodon,large,beast,grassland
Hydra,huge,monstrosity,aquatic
Hydra,huge,monstrosity,cave
Hydra,huge,monstrosity,coast
Hydra,huge,monstrosity,dungeon
Hydra,huge,monstrosity,forest
Hydra,huge,monstrosity,mountain
Hydra,huge,monstrosity,ruins
Hydra,huge,monstrosity,swamp
Hydra,huge,monstrosity,underground
Hydra (A5E),huge,monstrosity,caverns
Hydra (A5E),huge,monstrosity,plane of water
Hydra (A5E),huge,monstrosity,swamp
Hydra (A5E),huge,monstrosity,water
Hydra Cloud Gohl,large,aberration,ruins
Hydra Cloud Gohl,large,aberration,underground
Hyena,medium,beast,forest
Hyena,medium,beast,grassland
Hyena (A5E),medium,beast,desert
Hyena (A5E),medium,beast,grassland
Hyena (A5E),medium,beast,ruin
Hyena (A5E),medium,beast,shadowfell
Ibexian,large,fiend,planar
Ice Devil,large,fiend,dungeon
Ice Devil,large,fiend,planar
Ice Devil (A5E),large,fiend,hell
Ice Drake,small,dragon,arctic
Ice Mephit,small,elemental,arctic
Ice Mephit,small,elemental,dungeon
Ice Mephit,small,elemental,planar
Ice Mephit,small,elemental,urban
Ice Toad,medium,monstrosity,arctic
Ice urchin,large,monstrosity,arctic
Ice willow,large,plant,arctic
Ice Worm (A5E),gargantuan,monstrosity,tundra
Iceworm,small,monstrosity,underwater
Idolic Deity,small,construct,ruins
Idolic Deity,small,construct,underground
Igniguana,medium,elemental,planar
Igniguana,medium,elemental,underground
Illusionist,medium,humanoid,urban
Imp,tiny,fiend,dungeon
Imp,tiny,fiend,planar
Imp (A5E),tiny,fiend,hell
Imp Familiar (A5E),tiny,fiend,hell
Imperator,huge,monstrosity,arctic
Imperator,huge,monstrosity,underwater
"Imperator, penguin swarm",huge,swarm,arctic
"Imperator, penguin swarm",huge,swarm,underwater
Incandescent one,medium,celestial,coastal
Incandescent one,medium,celestial,underwater
Infested Duelist,medium,humanoid,any
Infiltrator,medium,humanoid,urban
Ink Devil,small,fiend,ruins
Ink Devil,small,fiend,underground
Ink Devil,small,fiend,urban
Intellect Devourer,tiny,aberration,dungeon
Intellect Devourer,tiny,aberration,underground
Intellect Devourer (A5E),tiny,aberration,astral plane
Intellect Devourer (A5E),tiny,aberration,caverns
Intellect Devourer (A5E),tiny,aberration,laboratory
Intellect Devourer (A5E),tiny,aberration,ruin
Intellect Devourer (A5E),tiny,aberration,sewer
Invisible Stalker,medium,elemental,arctic
Invisible Stalker,medium,elemental,cave
Invisible Stalker,medium,elemental,coast
Invisible Stalker,medium,elemental,desert
Invisible Stalker,medium,elemental,dungeon
Invisible Stalker,medium,elemental,forest
Invisible Stalker,medium,elemental,grassland
Invisible Stalker,medium,elemental,mountain
Invisible Stalker,medium,elemental,planar
Invisible Stalker,medium,elemental,ruins
Invisible Stalker,medium,elemental,swamp
Invisible Stalker,medium,elemental,underground
Invisible Stalker,medium,elemental,urban
Ion slime,small,ooze,coastal
Iron Ghoul,medium,undead,ruins
Iron Ghoul,medium,undead,underground
Iron Golem,large,construct,dungeon
Iron Golem,large,construct,ruins
Iron Golem,large,construct,urban
Iron Guardian (A5E),large,construct,laboratory
Iron Guardian (A5E),large,construct,ruin
Iron Guardian (A5E),large,construct,temple
Iron Guardian (A5E),large,construct,tomb
Isonade,gargantuan,monstrosity,aquatic
J'Ba Fofi Spider,large,beast,forests
Jackal,small,beast,desert
Jackal,small,beast,grassland
Jackal of Darkness,small,undead,ruins
Jackalwere,medium,humanoid,desert
Jackalwere,medium,humanoid,grassland
Jackalwere,medium,humanoid,urban
Jackalwere (A5E),medium,fiend,desert
Jackalwere (A5E),medium,fiend,grassland
Jackalwere (A5E),medium,fiend,hills
Jackalwere Pack Leader (A5E),medium,fiend,desert
Jackalwere Pack Leader (A5E),medium,fiend,grassland
Jackalwere Pack Leader (A5E),medium,fiend,hills
Jaculus,small,dragon,forests
Jinnborn air pirate,medium,humanoid,desert
Jinnborn air pirate,medium,humanoid,planar
Jorogumo,medium,monstrosity,mountains
Jorogumo,medium,monstrosity,coastal
Jubjub bird,large,beast,forest
Jubjub bird,large,beast,grassland
Jungle Ankheg,large,monstrosity,coast
Jungle Ankheg,large,monstrosity,forest
Jungle Ankheg,large,monstrosity,grassland
Jungle Ankheg,large,monstrosity,underground
Jupiter Bloodsucker,medium,plant,forest
"Kaiju, Mogaru",gargantuan,monstrosity (titan),forests
"Kaiju, Mogaru",gargantuan,monstrosity (titan),coastal
"Kami, Neak Ta",small,fey,urban
"Kami, Toshigami",medium,fey,forests
"Kami, Toshigami",medium,fey,urban
Kampfult,medium,plant,underground
Kappa,small,fey,coastal
Kapre,huge,plant,forests
Karkadann,huge,monstrosity,desert
Karkadann,huge,monstrosity,grassland
Kawa Akago,small,plant,coastal
Kech,medium,monstrosity,forest
Kelpie,medium,plant,aquatic
Kenku,medium,humanoid,arctic
Kenku,medium,humanoid,coast
Kenku,medium,humanoid,desert
Kenku,medium,humanoid,forest
Kenku,medium,humanoid,grassland
Kenku,medium,humanoid,mountain
Kenku,medium,humanoid,ruins
Kenku,medium,humanoid,urban
Khalkos (A5E),medium,aberration,abyss
Khalkos (A5E),medium,aberration,hell
Khalkos (A5E),medium,aberration,settlement
Khalkos (A5E),medium,aberration,temple
Khamaseen,tiny,elemental,badlands
Khamaseen,tiny,elemental,desert
Khargi,huge,fiend,badlands
Khargra,small,fiend,planar
Ki-rin,huge,celestial,coast
Ki-rin,huge,celestial,desert
Ki-rin,huge,celestial,grassland
Ki-rin,huge,celestial,mountain
Kikimora,medium,fey,urban
Killer Whale,huge,beast,aquatic
Killer Whale (A5E),huge,beast,water
King Fomor (A5E),gargantuan,celestial,feywild
Kmoch Pray,huge,plant,forests
Knight,medium,humanoid,urban
Knight (A5E),medium,humanoid,grassland
Knight (A5E),medium,humanoid,hills
Knight (A5E),medium,humanoid,mountains
Knight (A5E),medium,humanoid,settlement
Knight (A5E),medium,humanoid,temple
Kobold (A5E),small,humanoid,caverns
Kobold (A5E),small,humanoid,forest
Kobold (A5E),small,humanoid,grassland
Kobold (A5E),small,humanoid,hills
Kobold (A5E),small,humanoid,jungle
Kobold (A5E),small,humanoid,mountains
Kobold (A5E),small,humanoid,plane of earth
Kobold (A5E),small,humanoid,ruin
Kobold (A5E),small,humanoid,settlement
Kobold (A5E),small,humanoid,swamp
Kobold (A5E),small,humanoid,tundra
Kobold Alchemist,small,humanoid,ruins
Kobold Alchemist,small,humanoid,underground
Kobold Alchemist,small,humanoid,urban
Kobold Broodguard (A5E),small,humanoid,caverns
Kobold Broodguard (A5E),small,humanoid,forest
Kobold Broodguard (A5E),small,humanoid,grassland
Kobold Broodguard (A5E),small,humanoid,hills
Kobold Broodguard (A5E),small,humanoid,jungle
Kobold Broodguard (A5E),small,humanoid,mountains
Kobold Broodguard (A5E),small,humanoid,plane of earth
Kobold Broodguard (A5E),small,humanoid,ruin
Kobold Broodguard (A5E),small,humanoid,settlement
Kobold Broodguard (A5E),small,humanoid,swamp
Kobold Broodguard (A5E),small,humanoid,tundra
Kobold Dragon Servitor (A5E),small,humanoid,caverns
Kobold Dragon Servitor (A5E),small,humanoid,forest
Kobold Dragon Servitor (A5E),small,humanoid,grassland
Kobold Dragon Servitor (A5E),small,humanoid,hills
Kobold Dragon Servitor (A5E),small,humanoid,jungle
Kobold Dragon Servitor (A5E),small,humanoid,mountains
Kobold Dragon Servitor (A5E),small,humanoid,plane of earth
Kobold Dragon Servitor (A5E),small,humanoid,ruin
Kobold Dragon Servitor (A5E),small,humanoid,settlement
Kobold Dragon Servitor (A5E),small,humanoid,swamp
Kobold Dragon Servitor (A5E),small,humanoid,tundra
Kobold Dragonshield,small,humanoid,forest
Kobold Dragonshield,small,humanoid,grassland
Kobold Dragonshield,small,humanoid,mountain
Kobold Dragonshield,small,humanoid,underground
Kobold Dragonshield,small,humanoid,urban
Kobold Scale Sorcerer,small,humanoid,forest
Kobold Scale Sorcerer,small,humanoid,grassland
Kobold Scale Sorcerer,small,humanoid,mountain
Kobold Scale Sorcerer,small,humanoid,underground
Kobold Scale Sorcerer,small,humanoid,urban
Kobold Sorcerer Dragon Servitor (A5E),small,humanoid,caverns
Kobold Sorcerer Dragon Servitor (A5E),small,humanoid,forest
Kobold Sorcerer Dragon Servitor (A5E),small,humanoid,grassland
Kobold Sorcerer Dragon Servitor (A5E),small,humanoid,hills
Kobold Sorcerer Dragon Servitor (A5E),small,humanoid,jungle
Kobold Sorcerer Dragon Servitor (A5E),small,humanoid,mountains
Kobold Sorcerer Dragon Servitor (A5E),small,humanoid,plane of earth
Kobold Sorcerer Dragon Servitor (A5E),small,humanoid,ruin
Kobold Sorcerer Dragon Servitor (A5E),small,humanoid,settlement
Kobold Sorcerer Dragon Servitor (A5E),small,humanoid,swamp
Kobold Sorcerer Dragon Servitor (A5E),small,humanoid,tundra
Kobold Trapsmith,small,humanoid,ruins
Kobold Trapsmith,small,humanoid,underground
Kobold Trapsmith,small,humanoid,urban
"Kobold, drake rider",small,humanoid,any
"Kobold, leviathan hunter",medium,humanoid,coastal
"Kobold, leviathan hunter",medium,humanoid,underwater
"Kobold, sapper",small,humanoid,urban
kongamato,large,beast,marshes
kongamato,large,beast,plains
Korred,small,fey,forest
Kot Bayun,medium,monstrosity,hills
Kot Bayun,medium,monstrosity,mountains
Kot Bayun,medium,monstrosity,ruins
Kot Bayun,medium,monstrosity,underground
Krake spawn,huge,monstrosity,aquatic
Kraken,gargantuan,monstrosity,aquatic
Kraken,gargantuan,monstrosity,coast
Kraken (A5E),gargantuan,monstrosity,plane of water
Kraken (A5E),gargantuan,monstrosity,water
Kraken Priest,medium,humanoid,coast
Kraken Priest,medium,humanoid,aquatic
Kting Voar,large,beast,forests
Kting Voar,large,beast,plains
Kuo-toa,medium,humanoid,aquatic
Kuo-toa,medium,humanoid,coast
Kuo-toa Archpriest,medium,humanoid,aquatic
Kuo-toa Archpriest,medium,humanoid,coast
Kuo-toa Whip,medium,humanoid,aquatic
Kuo-toa Whip,medium,humanoid,coast
Lacedon Ghast (A5E),medium,undead,abyss
Lacedon Ghast (A5E),medium,undead,caverns
Lacedon Ghast (A5E),medium,undead,desert
Lacedon Ghast (A5E),medium,undead,forest
Lacedon Ghast (A5E),medium,undead,grassland
Lacedon Ghast (A5E),medium,undead,hills
Lacedon Ghast (A5E),medium,undead,mountains
Lacedon Ghast (A5E),medium,undead,ruin
Lacedon Ghast (A5E),medium,undead,sewer
Lacedon Ghast (A5E),medium,undead,shadowfell
Lacedon Ghast (A5E),medium,undead,swamp
Lacedon Ghast (A5E),medium,undead,temple
Lacedon Ghast (A5E),medium,undead,tomb
Lacedon Ghast (A5E),medium,undead,tundra
Lacedon Ghoul (A5E),medium,undead,abyss
Lacedon Ghoul (A5E),medium,undead,caverns
Lacedon Ghoul (A5E),medium,undead,desert
Lacedon Ghoul (A5E),medium,undead,forest
Lacedon Ghoul (A5E),medium,undead,grassland
Lacedon Ghoul (A5E),medium,undead,hills
Lacedon Ghoul (A5E),medium,undead,mountains
Lacedon Ghoul (A5E),medium,undead,ruin
Lacedon Ghoul (A5E),medium,undead,sewer
Lacedon Ghoul (A5E),medium,undead,shadowfell
Lacedon Ghoul (A5E),medium,undead,swamp
Lacedon Ghoul (A5E),medium,undead,temple
Lacedon Ghoul (A5E),medium,undead,tomb
Lacedon Ghoul (A5E),medium,undead,tundra
Lamia,large,monstrosity,desert
Lamia,large,monstrosity,ruins
Lampong,medium,fey,forests
Land Lamprey,small,beast,underground
Lantern Dragonette,tiny,dragon,forests
Lava Child,medium,elemental,underground
Lava Child Shaman,medium,elemental,underground
Lava Weird,large,elemental,planar
Lemure,medium,fiend,dungeon
Lemure,medium,fiend,planar
Lemure (A5E),medium,fiend,hell
Lemure Band (A5E),large,fiend,hell
Lemurfolk (Kaguani),small,humanoid,forests
Leshy,medium,monstrosity,forests
Lesser Boneneedle,small,beast,underground
Lesser Fire Crab,small,monstrosity,planar
Leucrotta,large,monstrosity,desert
Leucrotta,large,monstrosity,grassland
Ley wanderer,huge,aberration,any
Library Automaton,small,construct,urban
Lich,medium,undead,dungeon
Lich,medium,undead,ruins
Lich,medium,undead,urban
Lich (A5E),medium,undead,laboratory
Lich (A5E),medium,undead,ruin
Lich (A5E),medium,undead,shadowfell
Lich (A5E),medium,undead,tomb
Lich (in lair),medium,undead,dungeon
Lich (in lair),medium,undead,ruins
Lich (in lair),medium,undead,urban
Life broker,medium,fey,farmland
Life broker,medium,fey,urban
Light Devourer,medium,aberration,cave
Light Devourer,medium,aberration,underground
Light eater,small,aberration,underground
Lightning Treant,huge,plant,forest
Likho,medium,monstrosity,forests
Lion,large,beast,grassland
Lionwere,large,monstrosity,grassland
Lionwere,large,monstrosity,underground
Litao,medium,fey,coastal
Litao,medium,fey,forests
Lithonnite,large,monstrosity,aquatic
Lithonnite,large,monstrosity,underground
Living soot,large,elemental,planar
Living soot,large,elemental,urban
Living Temple,gargantuan,construct,dungeon
Living Wick,small,construct,ruins
Living Wick,small,construct,underground
Living Wick,small,construct,urban
Lizard,tiny,beast,cave
Lizard,tiny,beast,desert
Lizard,tiny,beast,dungeon
Lizard,tiny,beast,forest
Lizard,tiny,beast,grassland
Lizard,tiny,beast,mountain
Lizard,tiny,beast,ruins
Lizard,tiny,beast,swamp
Lizard,tiny,beast,underground
Lizard (A5E),tiny,beast,desert
Lizard (A5E),tiny,beast,grassland
Lizard (A5E),tiny,beast,jungle
Lizard (A5E),tiny,beast,ruin
Lizard (A5E),tiny,beast,swamp
Lizard King/Queen,medium,humanoid,coast
Lizard King/Queen,medium,humanoid,dungeon
Lizard King/Queen,medium,humanoid,forest
Lizard King/Queen,medium,humanoid,grassland
Lizard King/Queen,medium,humanoid,swamp
Lizardfolk,medium,humanoid,coast
Lizardfolk,medium,humanoid,dungeon
Lizardfolk,medium,humanoid,forest
Lizardfolk,medium,humanoid,grassland
Lizardfolk,medium,humanoid,swamp
Lizardfolk (A5E),medium,humanoid,jungle
Lizardfolk (A5E),medium,humanoid,swamp
Lizardfolk Chosen One (A5E),medium,humanoid,jungle
Lizardfolk Chosen One (A5E),medium,humanoid,swamp
Lizardfolk Druid (A5E),medium,humanoid,jungle
Lizardfolk Druid (A5E),medium,humanoid,swamp
Lizardfolk Shaman,medium,humanoid,coast
Lizardfolk Shaman,medium,humanoid,dungeon
Lizardfolk Shaman,medium,humanoid,forest
Lizardfolk Shaman,medium,humanoid,grassland
Lizardfolk Shaman,medium,humanoid,swamp
Lobe lemur,small,monstrosity,swamp
Lord of the Azer,medium,elemental,planar
Lord of the Azer,medium,elemental,underground
Lorelei,medium,fey,aquatic
Loxoda,huge,monstrosity,forests
Loxoda,huge,monstrosity,plains
Lumawig,large,celestial,mountains
Lumawig,large,celestial,forests
Lumawig,large,celestial,sea
Lumawig,large,celestial,coastal
"Lycanthrope, werecrocodile",medium,humanoid,coastal
"Lycanthrope, werecrocodile",medium,humanoid,desert
"Lycanthrope, werecrocodile",medium,humanoid,underwater
"Lycanthrope, wereotter",medium,humanoid,forest
"Lycanthrope, wereotter",medium,humanoid,swamp
Mage,medium,humanoid,urban
Mage (A5E),medium,humanoid,desert
Mage (A5E),medium,humanoid,feywild
Mage (A5E),medium,humanoid,forest
Mage (A5E),medium,humanoid,hills
Mage (A5E),medium,humanoid,jungle
Mage (A5E),medium,humanoid,laboratory
Mage (A5E),medium,humanoid,mountains
Mage (A5E),medium,humanoid,ruin
Mage (A5E),medium,humanoid,settlement
Mage (A5E),medium,humanoid,shadowfell
Mage (A5E),medium,humanoid,swamp
Magma Mephit,small,elemental,cave
Magma Mephit,small,elemental,dungeon
Magma Mephit,small,elemental,mountain
Magma Mephit,small,elemental,planar
Magma Mephit,small,elemental,urban
Magma Mephit (A5E),small,elemental,caverns
Magma Mephit (A5E),small,elemental,mountains
Magma Mephit (A5E),small,elemental,plane of earth
Magma Mephit (A5E),small,elemental,plane of fire
Magma Mephit King,small,elemental,cave
Magma Mephit King,small,elemental,dungeon
Magma Mephit King,small,elemental,mountain
Magma Mephit King,small,elemental,planar
Magma Mephit King,small,elemental,urban
Magma Ooze,large,ooze,mountain
Magma Ooze,large,ooze,underground
Magmin,small,elemental,dungeon
Magmin,small,elemental,planar
Magmin,small,elemental,ruins
Magmin,small,elemental,urban
Magmin (A5E),small,elemental,caverns
Magmin (A5E),small,elemental,desert
Magmin (A5E),small,elemental,laboratory
Magmin (A5E),small,elemental,mountains
Magmin (A5E),small,elemental,plane of fire
Magmoid,large,elemental,planar
Mahoru,large,monstrosity,aquatic
Maiden of Ice,huge,giant,arctic
Maiden of Ice,huge,giant,mountain
Maiden of Ice,huge,giant,planar
Malcubus (A5E),medium,fiend,abyss
Malcubus (A5E),medium,fiend,ethereal plane
Malcubus (A5E),medium,fiend,hell
Malcubus (A5E),medium,fiend,settlement
Mameleu,huge,dragon,coastal
Mameleu,huge,dragon,sea
Mameleu Hatchling,large,dragon,coastal
Mameleu Hatchling,large,dragon,sea
Mammoth,huge,beast,arctic
Mammoth (A5E),huge,beast,tundra
Mammoth Beetle,huge,beast,cave
Mammoth Beetle,huge,beast,underground
Mamura,small,aberration,badlands
Mamura,small,aberration,ruins
Mamura,small,aberration,underground
Manabane Scarab Swarm,medium,beast,desert
Mandarangkal,medium,monstrosity,urban
Mandragora,small,plant,forest
Mandrill,small,beast,forest
Manes,small,fiend,dungeon
Manes,small,fiend,planar
Mantari,medium,monstrosity,underground
Manticore (A5E),large,monstrosity,desert
Manticore (A5E),large,monstrosity,forest
Manticore (A5E),large,monstrosity,grassland
Manticore (A5E),large,monstrosity,hills
Manticore (A5E),large,monstrosity,jungle
Manticore (A5E),large,monstrosity,mountains
Manticore (A5E),large,monstrosity,tundra
Map Mimic,tiny,aberration,ruins
Map Mimic,tiny,aberration,underground
Margoyle,medium,monstrosity,aquatic
Margoyle,medium,monstrosity,underground
Marid,large,elemental,aquatic
Marid,large,elemental,coast
Marid,large,elemental,dungeon
Marid,large,elemental,planar
Marid,large,elemental,swamp
Marid (A5E),large,elemental,plane of water
Marid (A5E),large,elemental,water
Marilith,large,fiend,dungeon
Marilith,large,fiend,planar
Marilith (A5E),large,fiend,abyss
Marine Basilisk,large,monstrosity,aquatic
Marine Basilisk,large,monstrosity,cave
Marine Basilisk,large,monstrosity,coast
Marine Basilisk,large,monstrosity,dungeon
Marine Basilisk,large,monstrosity,ruins
Marine Basilisk,large,monstrosity,swamp
Marine Basilisk,large,monstrosity,underground
Markupo,huge,dragon,mountains
Markupo,huge,dragon,forests
Martial Arts Adept,medium,humanoid,urban
Master Assassin (A5E),medium,humanoid,desert
Master Assassin (A5E),medium,humanoid,forest
Master Assassin (A5E),medium,humanoid,settlement
Master Assassin (A5E),medium,humanoid,sewer
Master Thief,medium,humanoid,urban
Master Thief (A5E),medium,humanoid,settlement
Master Thief (A5E),medium,humanoid,sewer
Mastiff,medium,beast,urban
Mastiff (A5E),medium,beast,settlement
Mastodon,huge,beast,forest
Mastodon,huge,beast,grassland
Maw Demon,medium,fiend,underground
Mbielu,huge,beast,aquatic
Mbielu,huge,beast,marshes
Mbielu,huge,beast,plains
Medusa,medium,monstrosity,cave
Medusa,medium,monstrosity,dungeon
Medusa,medium,monstrosity,mountain
Medusa,medium,monstrosity,ruins
Medusa,medium,monstrosity,urban
Medusa Queen (A5E),medium,monstrosity,caverns
Medusa Queen (A5E),medium,monstrosity,desert
Medusa Queen (A5E),medium,monstrosity,forest
Medusa Queen (A5E),medium,monstrosity,jungle
Medusa Queen (A5E),medium,monstrosity,mountains
Medusa Queen (A5E),medium,monstrosity,plane of earth
Medusa Queen (A5E),medium,monstrosity,settlement
Medusa Queen (A5E),medium,monstrosity,tundra
Meenlock,small,fey,forest
Meenlock,small,fey,swamp
Meenlock,small,fey,urban
Meerkat,tiny,beast,grassland
"Meerkats, swarm",medium,swarm,grassland
"Megafauna, Megalania",huge,beast,mountains
"Megafauna, Megalania",huge,beast,plains
"Megafauna, Megalania",huge,beast,forests
"Megafauna, Moa",large,beast,mountains
"Megafauna, Moa",large,beast,plains
"Megafauna, Moa",large,beast,forests
Megantereon,medium,beast,grassland
Merchant Captain,medium,humanoid,urban
